Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
203400,KR7203400007,에이비온,KOSDAQ,기술성장기업부,3650,1,120,3.4,3530,3670,3440,1294888,4596203976,328869759600,90101304,KSQ
099430,KR7099430001,바이오플러스,KOSDAQ,우량기업부,5330,1,250,4.92,5060,5380,5040,609339,3182862585,328545048260,61640722,KSQ
108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,12190,1,340,2.87,12020,12190,11840,361697,4367788815,328091290100,26914790,KSQ
357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,59800,2,-200,-0.33,62000,62500,58100,21153,1267540450,326209000000,5455000,KSQ
017390,KR7017390006,서울가스,KOSPI,,65200,1,1200,1.88,63900,65200,63600,13782,888778900,326000000000,5000000,STK
484810,KR7484810007,티엑스알로보틱스,KOSDAQ,중견기업부,21050,2,-3500,-14.26,23700,23850,20900,1347112,30166249275,325241760750,15450915,KSQ
009160,KR7009160003,SIMPAC,KOSPI,,4975,1,145,3.0,4895,5000,4800,95683,470317300,325220565800,65370968,STK
200470,KR7200470003,에이팩트,KOSDAQ,중견기업부,7660,2,-90,-1.16,7760,7950,7360,824187,6317730130,324493632380,42362093,KSQ
114810,KR7114810005,한솔아이원스,KOSDAQ,우량기업부,11330,2,-340,-2.91,11640,11890,11230,298566,3430906305,323960661420,28593174,KSQ
012030,KR7012030003,DB,KOSPI,,1609,1,24,1.51,1585,1622,1570,644283,1028272732,323688858197,201173933,STK
064550,KR7064550007,바이오니아,KOSDAQ,벤처기업부,12540,1,640,5.38,11920,12590,11920,199839,2460348890,323661049140,25810291,KSQ
001820,KR7001820000,삼화콘덴서,KOSPI,,31100,2,-200,-0.64,31700,31850,30600,77061,2403446125,323284500000,10395000,STK
286940,KR7286940002,롯데이노베이트,KOSPI,,21350,1,200,0.95,21150,21750,20950,28418,604266375,323011985450,15129367,STK
0008Z0,KR70008Z0005,에스엔시스,KOSDAQ,벤처기업부,34000,1,1200,3.66,33100,34300,32800,135141,4586193150,320843176000,9436564,KSQ
950250,KR8826050005,테라뷰,KOSDAQ,기술성장기업부,9030,3,0,0.0,9100,9390,8910,1828914,16770315820,320725110930,35517731,KSQ
051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,27000,1,700,2.66,26800,27200,26450,28148,758042475,320532822000,11871586,KSQ
136480,KR7136480001,하림,KOSDAQ,중견기업부,3015,3,0,0.0,3025,3030,3005,444989,1341381143,320222251530,106209702,KSQ
002310,KR7002310001,아세아제지,KOSPI,,7880,1,10,0.13,7870,7890,7710,144125,1128919555,319002178800,40482510,STK
243070,KR7243070000,휴온스,KOSDAQ,우량기업부,26600,1,600,2.31,26150,26650,25800,29328,774359350,318659089000,11979665,KSQ
389260,KR7389260001,대명에너지,KOSDAQ,우량기업부,17490,1,210,1.22,17470,18160,17390,67411,1187108375,313356524250,17916325,KSQ
180400,KR7180400004,DXVX,KOSDAQ,관리종목(소속부없음),3180,1,15,0.47,3175,3230,2995,259215,814235842,313005593760,98429432,KSQ
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,14180,1,540,3.96,13910,14400,13720,251483,3538419635,312422594140,22032623,KSQ
204620,KR7204620009,글로벌텍스프리,KOSDAQ,중견기업부,4445,1,165,3.86,4300,4485,4250,1965139,8590458010,312409401850,70283330,KSQ
216080,KR7216080002,제테마,KOSDAQ,우량기업부,8650,1,440,5.36,8300,9210,8300,695464,6173438240,311465030700,36007518,KSQ
241590,KR7241590009,화승엔터프라이즈,KOSPI,,5140,1,10,0.19,5180,5180,5070,144515,738934680,311428878640,60589276,STK
156100,KR7156100000,엘앤케이바이오,KOSDAQ,벤처기업부,14290,1,890,6.64,13420,14570,13200,563268,7906716805,311329156450,21786505,KSQ
054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,25750,1,300,1.18,25550,25950,25200,55608,1425476850,311314719000,12089892,KSQ
035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,4825,1,50,1.05,4775,4865,4755,122183,588569101,311290592625,64516185,KSQ
005720,KR7005720008,넥센,KOSPI,,5800,1,30,0.52,5780,5870,5730,86652,500903455,310555066600,53543977,STK
451760,KR7451760003,컨텍,KOSDAQ,기술성장기업부,20350,2,-50,-0.25,21200,22600,19830,2619877,55422727335,310382188600,15252196,KSQ
002810,KR7002810000,삼영무역,KOSPI,,16690,1,350,2.14,16340,16690,16330,52807,873597015,308213362120,18466948,STK
093520,KR7093520005,매커스,KOSDAQ,우량기업부,21700,1,700,3.33,21050,21850,20900,65321,1402079300,307339096400,14163092,KSQ
033270,KR7033270000,유나이티드제약,KOSPI,,18810,1,420,2.28,18500,18820,18430,29394,546759465,307239191820,16333822,STK
092230,KR7092230002,KPX홀딩스,KOSPI,,72700,1,700,0.97,72000,73400,71900,3092,224166600,307131764200,4224646,STK
354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,48000,1,2500,5.49,45500,50000,44200,214521,10238531150,306786288000,6391381,KSQ
274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,23150,2,-50,-0.22,23850,24750,22750,901904,21319207975,306548341350,13241829,KSQ
034830,KR7034830000,한국토지신탁,KOSPI,,1213,1,16,1.34,1198,1217,1197,255717,309990163,306269435990,252489230,STK
005090,KR7005090006,SGC에너지,KOSPI,,21200,1,150,0.71,21150,21200,20900,15931,335827350,305477859600,14409333,STK
045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,4330,1,55,1.29,4275,4350,4245,548171,2357267399,305149722410,70473377,KSQ
088260,KR7088260005,이리츠코크렙,KOSPI,,4785,1,20,0.42,4765,4785,4730,86526,412658115,303089508150,63341590,STK
067080,KR7067080002,대화제약,KOSDAQ,중견기업부,16200,1,410,2.6,15770,16270,15760,124387,1994068665,301589730000,18616650,KSQ
308430,KR7308430008,셀비온,KOSDAQ,기술성장기업부,23500,1,350,1.51,23000,23550,22700,90156,2089733575,301540485000,12831510,KSQ
377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3410,3,0,0.0,3415,3420,3390,202380,688481669,301444000000,88400000,STK
092730,KR7092730001,네오팜,KOSDAQ,우량기업부,18770,2,-340,-1.78,19110,19310,18540,84245,1585700015,300845353530,16027989,KSQ
416180,KR7416180008,신성에스티,KOSDAQ,벤처기업부,33200,1,400,1.22,34100,34100,32600,117052,3882035375,300120629600,9039778,KSQ
003920,KR7003920006,남양유업,KOSPI,,50000,1,150,0.3,51900,51900,49600,7445,370627150,300000000000,6000000,STK
123890,KR7123890006,한국자산신탁,KOSPI,,2450,1,20,0.82,2435,2460,2415,225776,551602272,299816118700,122373926,STK
011760,KR7011760006,현대코퍼레이션,KOSPI,,22650,1,750,3.42,22200,22700,22000,89694,2008902875,299636079900,13228966,STK
033530,KR7033530007,SJG세종,KOSPI,,10770,2,-530,-4.69,11290,11400,10710,1054777,11541933125,299631749970,27820961,STK
002320,KR7002320000,한진,KOSPI,,19650,1,150,0.77,19690,19690,19470,24869,486876215,299367946500,15235010,STK
010580,KR7010580009,에스엠벡셀,KOSPI,,2685,2,-75,-2.72,2845,2955,2650,1639764,4521120242,298710975600,111251760,STK
452430,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,36300,1,2800,8.36,33600,36950,33600,185033,6599647925,298315069800,8218046,KSQ
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,7930,1,260,3.39,7680,8030,7640,97949,775612730,296933069030,37444271,KSQ
394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,13440,2,-10,-0.07,13510,13580,13150,165367,2212787700,296480741760,22059579,KSQ
012860,KR7012860003,모베이스전자,KOSDAQ,우량기업부,4040,2,-305,-7.02,4210,4845,3880,20343604,89047288859,295863166280,73233457,KSQ
078020,KR7078020005,LS증권,KOSDAQ,우량기업부,5330,1,335,6.71,5030,5370,5030,631664,3320066320,295714742700,55481190,KSQ
206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,12580,1,130,1.04,12400,12840,12370,71417,898163620,295460924800,23486560,KSQ
448280,KR7448280008,에코아이,KOSDAQ,중견기업부,9970,1,60,0.61,9980,10160,9830,62037,616693780,295422356130,29631129,KSQ
472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,5110,1,70,1.39,5150,5180,4990,51649,263545360,294191141720,57571652,KSQ
092790,KR7092790005,넥스틸,KOSPI,,11300,2,-400,-3.42,11480,11490,11190,464150,5245861645,293822600000,26002000,STK
000490,KR7000490003,대동,KOSPI,,10190,1,270,2.72,10230,10310,9940,240671,2427662320,293745754350,28826865,STK
900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,1518,1,5,0.33,1520,1529,1505,703347,1066590158,293338975776,193240432,STK
051980,KR7051980001,중앙첨단소재,KOSDAQ,중견기업부,2635,2,-145,-5.22,2785,2925,2530,11181895,30200980680,292726653215,111091709,KSQ
009290,KR7009290008,광동제약,KOSPI,,5870,1,100,1.73,5780,5890,5780,85133,497850000,292324872960,49799808,STK
402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,23350,1,1300,5.9,22350,23450,22000,117990,2714670425,292283344800,12517488,KSQ
338220,KR7338220007,뷰노,KOSDAQ,기술성장기업부,20850,1,800,3.99,20350,20900,20050,138313,2851883650,291938009550,14001823,KSQ
007160,KR7007160005,사조산업,KOSPI,,58300,1,2400,4.29,57000,60200,56500,21378,1257386400,291500000000,5000000,STK
473980,KR7473980001,노머스,KOSDAQ,기술성장기업부,26450,1,50,0.19,26800,27100,25550,156328,4112481950,290984966900,11001322,KSQ
003200,KR7003200003,일신방직,KOSPI,,12590,1,50,0.4,12620,12630,12370,77829,971120170,289066400000,22960000,STK
900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3575,1,190,5.61,3445,3625,3440,654753,2329047337,289038750000,80850000,KSQ
482630,KR7482630001,삼양엔씨켐,KOSDAQ,중견기업부,26350,2,-250,-0.94,27000,27100,25500,131328,3468528425,288378089000,10944140,KSQ
334890,KR7334890001,이지스밸류플러스리츠,KOSPI,,4140,1,25,0.61,4120,4145,4110,261064,1078716759,287517547620,69448683,STK
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,10430,1,660,6.76,9760,10470,9760,599209,6100690825,287392746620,27554434,KSQ
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,9370,1,10,0.11,9420,9440,9180,235141,2184260690,287323769510,30664223,KSQ
043150,KR7043150002,바텍,KOSDAQ,우량기업부,19310,1,110,0.57,19230,19360,18960,18734,360791675,286835683360,14854256,KSQ
009680,KR7009680000,모토닉,KOSPI,,10220,1,30,0.29,10290,10340,10200,29726,304611430,286671000000,28050000,STK
003120,KR7003120003,일성아이에스,KOSPI,,21550,1,1000,4.87,21150,22050,20850,12942,278829125,286615000000,13300000,STK
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,3395,1,170,5.27,3190,3425,3180,903393,3010492534,286477782885,84382263,KSQ
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,19020,3,0,0.0,19200,19200,18720,107884,2045583535,286266615420,15050821,KSQ
037460,KR7037460003,삼지전자,KOSDAQ,벤처기업부,17530,1,430,2.51,17190,17770,16900,226565,3950869560,286063690660,16318522,KSQ
000320,KR7000320002,노루홀딩스,KOSPI,,21500,1,1200,5.91,21000,21950,20950,82548,1771048900,285759746500,13291151,STK
053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,6710,1,790,13.34,5950,6900,5910,5148949,34095367245,284781532310,42441361,KSQ
018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,19360,1,240,1.26,19120,19370,19030,9527,182935020,284592000000,14700000,KSQ
300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,17230,1,1780,11.52,15900,17600,15890,1109938,18886609320,284388920730,16505451,KSQ
023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3675,1,15,0.41,3660,3720,3640,172299,632294131,284117421525,77310863,KSQ
0007C0,KR70007C0003,아크릴,KOSDAQ,기술성장기업부,35350,1,2950,9.1,36100,37950,34650,735391,26538753700,283871953400,8030324,KSQ
013890,KR7013890009,지누스,KOSPI,,12720,1,470,3.84,12250,12810,12120,73478,922047800,283078206720,22254576,STK
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,10790,2,-120,-1.1,11030,11330,10780,756970,8329991165,282698269750,26200025,KSQ
950170,KR8392080006,JTC,KOSDAQ,외국기업(소속부없음),5450,1,160,3.02,5330,5790,5175,306897,1675525660,282017596600,51746348,KSQ
065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,30450,1,300,1.0,30700,30900,29850,11539,347430325,281372341950,9240471,KSQ
006340,KR7006340004,대원전선,KOSPI,,3645,2,-40,-1.09,3695,3715,3620,2253982,8231934370,280937175795,77074671,STK
128820,KR7128820008,대성산업,KOSPI,,6200,1,320,5.44,5890,6370,5790,1436126,8850382940,280459963600,45235478,STK
084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,6080,1,590,10.75,5470,6090,5470,468580,2745921095,280244205760,46092797,KSQ
092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,16350,1,140,0.86,16340,16540,15640,126399,2051480645,279743268000,17109680,KSQ
02826K,KR702826K016,삼성물산우B,KOSPI,,190200,1,100,0.05,190400,192500,187000,11209,2136927400,279135618000,1467590,STK
058820,KR7058820002,CMG제약,KOSDAQ,중견기업부,1870,1,71,3.95,1812,1870,1799,1191458,2199349415,276464882210,147842183,KSQ
255220,KR7255220006,SG,KOSDAQ,중견기업부,2655,1,230,9.48,2595,2685,2495,7294081,18918169426,275955097950,103937890,KSQ
000680,KR7000680009,LS네트웍스,KOSPI,,3500,1,60,1.74,3440,3550,3430,420115,1469696013,275810556000,78803016,STK
009470,KR7009470006,삼화전기,KOSPI,,41450,2,-2300,-5.26,43750,43800,40450,591908,24650584375,274142839000,6613820,STK
096760,KR7096760004,JW홀딩스,KOSPI,,3705,1,130,3.64,3615,3710,3540,129872,474408152,273891910110,73924942,STK
000430,KR7000430009,대원강업,KOSPI,,4410,2,-25,-0.56,4450,4495,4370,168231,743809200,273420000000,62000000,STK
211270,KR7211270004,AP위성,KOSDAQ,우량기업부,18110,2,-270,-1.47,19000,19490,17990,1536590,28791335690,273140525440,15082304,KSQ
002900,KR7002900009,TYM,KOSPI,,6590,1,370,5.95,6370,6640,6300,636825,4137205960,272826000000,41400000,STK
101170,KR7101170009,우림피티에스,KOSDAQ,벤처기업부,20200,1,680,3.48,19780,22100,19580,965782,19911160195,272700000000,13500000,KSQ
234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,19500,4,4500,30.0,15140,19500,15000,6012247,111730500900,272427792000,13970656,KSQ
382900,KR7382900009,범한퓨얼셀,KOSDAQ,벤처기업부,31050,1,150,0.49,31000,31700,30600,78703,2458790875,272029050000,8761000,KSQ
041920,KR7041920000,메디아나,KOSDAQ,우량기업부,14600,2,-530,-3.5,15200,16550,14000,1443056,21781843610,271534055800,18598223,KSQ
151860,KR7151860004,KG에코솔루션,KOSDAQ,우량기업부,5700,1,180,3.26,5530,5720,5520,204439,1148436840,271337111400,47603002,KSQ
004360,KR7004360004,세방,KOSPI,,14080,1,520,3.83,13580,14080,13560,91420,1266699870,269147690240,19115603,STK
0030R0,KR70030R0007,대신밸류리츠,KOSPI,,4500,3,0,0.0,4500,4525,4500,12618,56861544,269010000000,59780000,STK
013120,KR7013120001,동원개발,KOSDAQ,우량기업부,2960,1,50,1.72,2970,2970,2915,165260,487181615,268791976000,90808100,KSQ
034810,KR7034810002,해성산업,KOSDAQ,중견기업부,8230,1,230,2.88,8010,8440,8010,148827,1231974545,267942933110,32556857,KSQ
065710,KR7065710006,서호전기,KOSDAQ,중견기업부,52000,1,900,1.76,51100,52500,50500,22819,1180799350,267800000000,5150000,KSQ
002230,KR7002230001,피에스텍,KOSDAQ,중견기업부,13860,2,-1400,-9.17,15250,15250,13800,885746,12539999060,267135145200,19273820,KSQ
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,27800,1,2100,8.17,26450,28000,26250,109022,2974113600,265971857400,9567333,KSQ
078520,KR7078520004,에이블씨엔씨,KOSPI,,10220,1,180,1.79,10040,10270,9860,143087,1437677810,265864725420,26014161,STK
418550,KR7418550000,제이오,KOSDAQ,기술성장기업부,8290,1,330,4.15,8180,8770,8090,574021,4825710630,265426509170,32017673,KSQ
267980,KR7267980001,매일유업,KOSDAQ,우량기업부,34600,2,-50,-0.14,34800,34900,34350,2496,86547800,265161874800,7663638,KSQ
001340,KR7001340009,PKC,KOSPI,,5880,2,-80,-1.34,6050,6050,5790,262835,1544186335,264120233160,44918407,STK
108670,KR7108670001,LX하우시스,KOSPI,,29400,1,550,1.91,28750,29600,28750,29432,863861050,263649498000,8967670,STK
182400,KR7182400002,엔케이맥스,KOSDAQ,관리종목(소속부없음),3685,0,0,0.0,0,0,0,0,0,263029901475,71378535,KSQ
371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,11590,2,-150,-1.28,11740,11840,11450,33021,382678445,262658931320,22662548,KSQ
140670,KR7140670001,알에스오토메이션,KOSDAQ,벤처기업부,20450,2,-1450,-6.62,21900,22600,20350,759055,16082295825,262574728000,12839840,KSQ
194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,13980,1,380,2.79,13600,13980,13500,101490,1391020120,262192775040,18754848,KSQ
001460,KR7001460005,BYC,KOSPI,,41950,1,750,1.82,41350,46600,41100,3054,128464600,262025992500,6246150,STK
484120,KR7484120001,도우인시스,KOSDAQ,중견기업부,24000,1,300,1.27,23700,24250,23200,35341,841392650,261336528000,10889022,KSQ
144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,5980,1,60,1.01,5940,5990,5800,253966,1495835085,261281891520,43692624,KSQ
114840,KR7114840002,아이패밀리에스씨,KOSDAQ,우량기업부,15080,2,-290,-1.89,15370,15370,14830,134956,2016077085,261184092000,17319900,KSQ
285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,24650,2,-300,-1.2,24950,25650,24250,155660,3887512425,260694234150,10575831,KSQ
393890,KR7393890009,더블유씨피,KOSDAQ GLOBAL,기술성장기업부,7700,2,-170,-2.16,8000,8100,7480,372455,2865950100,260592208800,33843144,KSQ
005500,KR7005500004,삼진제약,KOSPI,,19520,1,370,1.93,19130,19550,19130,38526,747243385,260006400000,13320000,STK
122900,KR7122900004,아이마켓코리아,KOSPI,,7770,1,120,1.57,7660,7800,7640,51304,396507240,259742086800,33428840,STK
086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,12290,1,390,3.28,12180,12500,11800,153725,1868774810,259738408540,21134126,KSQ
003220,KR7003220001,대원제약,KOSPI,,11570,1,160,1.4,11490,11600,11370,40924,470652280,259487135310,22427583,STK
007860,KR7007860000,서연,KOSPI,,11000,1,370,3.48,10770,11040,10690,294917,3217973475,258278284000,23479844,STK
005710,KR7005710009,대원산업,KOSDAQ,우량기업부,12880,1,10,0.08,13180,13180,12200,40395,518886565,258084288000,20037600,KSQ
121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
372170,KR7372170001,윤성에프앤씨,KOSDAQ,기술성장기업부,31850,2,-250,-0.78,33000,33050,31050,25434,811690725,254132678800,7979048,KSQ
170920,KR7170920003,엘티씨,KOSDAQ,벤처기업부,24050,1,50,0.21,24000,24350,22950,196223,4668313975,254067230300,10564126,KSQ
377460,KR7377460001,위니아에이드,KOSDAQ,관리종목(소속부없음),4080,0,0,0.0,0,0,0,0,0,253187202960,62055687,KSQ
033920,KR7033920000,무학,KOSPI,,8880,1,150,1.72,8780,8890,8740,32449,285914030,253080000000,28500000,STK
452450,KR7452450000,피아이이,KOSDAQ,벤처기업부,7050,1,80,1.15,7050,7300,6770,943225,6586222080,252943425000,35878500,KSQ
035150,KR7035150002,백산,KOSPI,,12300,1,20,0.16,12280,12450,12120,57510,706941340,252874064100,20558867,STK
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,15800,2,-100,-0.63,16240,16240,15500,62056,977097490,252626784600,15989037,KSQ
380550,KR7380550004,뉴로핏,KOSDAQ,기술성장기업부,21700,1,550,2.6,21350,21800,21150,257764,5544410175,252514285100,11636603,KSQ
126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,4020,3,0,0.0,4000,4090,3915,101605,408328375,252322933980,62766899,KSQ
035510,KR7035510007,신세계 I&C,KOSPI,,18000,1,950,5.57,17250,18300,17150,562248,10113698415,251656200000,13980900,STK
067390,KR7067390005,아스트,KOSDAQ,중견기업부,624,1,15,2.46,609,633,607,1721848,1073851752,251570329296,403157579,KSQ
138360,KR7138360003,협진,KOSDAQ,중견기업부,3260,0,0,0.0,0,0,0,0,0,250993013720,76991722,KSQ
051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,10740,2,-20,-0.19,10770,10850,10490,156767,1675440880,250537049280,23327472,KSQ
043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,11900,2,-170,-1.41,12030,12140,11700,148474,1768570150,249900000000,21000000,KSQ
176750,KR7176750008,듀켐바이오,KOSDAQ,기술성장기업부,8780,1,180,2.09,8590,8810,8590,32195,280534950,249836831600,28455220,KSQ
001790,KR7001790005,대한제당,KOSPI,,2785,1,25,0.91,2760,2800,2745,270301,748283734,249804975300,89696580,STK
217270,KR7217270008,넵튠,KOSDAQ,중견기업부,5340,1,200,3.89,5140,5370,5100,115164,607082970,249568333620,46735643,KSQ
032940,KR7032940009,원익,KOSDAQ,우량기업부,13710,1,1040,8.21,12670,15980,12500,3678160,53849759530,249429183300,18193230,KSQ
007570,KR7007570005,일양약품,KOSPI,,13050,0,0,0.0,0,0,0,0,0,249067915200,19085664,STK
226320,KR7226320000,잇츠한불,KOSPI,,11330,1,170,1.52,11120,11380,11120,26955,303968400,248459138950,21929315,STK
474170,KR7474170008,루미르,KOSDAQ,기술성장기업부,13930,2,-470,-3.26,14630,15680,13500,3438453,50798405440,248200505280,17817696,KSQ
118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,9980,2,-220,-2.16,10290,10590,9900,805856,8183673540,248122660200,24861990,KSQ
023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,786,1,13,1.68,773,788,773,305554,239364715,248069126736,315609576,KSQ
005950,KR7005950001,이수화학,KOSPI,,9400,2,-560,-5.62,10220,10230,9400,1395546,13523640280,247165188600,26294169,STK
018000,KR7018000000,유니슨,KOSDAQ,중견기업부,1008,1,9,0.9,1000,1012,993,1602462,1607737261,247119003936,245157742,KSQ
037710,KR7037710001,광주신세계,KOSPI,,31000,1,100,0.32,31000,31150,30900,11439,354705675,246672890000,7957190,STK
001750,KR7001750009,한양증권,KOSPI,,19300,1,740,3.99,18600,19470,18600,75259,1446320390,245660706200,12728534,STK
001630,KR7001630003,종근당홀딩스,KOSPI,,49000,1,2000,4.26,47400,49000,47100,10101,484277700,245483189000,5009861,STK
086890,KR7086890001,이수앱지스,KOSDAQ,우량기업부,6050,1,170,2.89,5890,6070,5750,392982,2337890010,245356455300,40554786,KSQ
058430,KR7058430000,포스코스틸리온,KOSPI,,40850,2,-50,-0.12,41050,42300,40600,42236,1736134850,245100000000,6000000,STK
012200,KR7012200002,계양전기,KOSPI,,9000,2,-520,-5.46,9590,9860,8610,3905118,35522337410,245005461000,27222829,STK
264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,8060,1,730,9.96,7410,9400,7360,12082201,101535384570,244174572720,30294612,KSQ
488280,KR7488280009,에스투더블유,KOSDAQ,기술성장기업부,22900,1,1350,6.26,21750,23400,21550,234081,5319551250,244097122700,10659263,KSQ
126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,16280,2,-30,-0.18,16390,16450,15980,138474,2241513130,243257583360,14942112,KSQ
457550,KR7457550002,우진엔텍,KOSDAQ,중견기업부,26100,2,-350,-1.32,26550,28100,26000,707113,19004939425,243224803800,9318958,KSQ
061090,KR7061090007,세나테크놀로지,KOSDAQ,중견기업부,43500,1,1200,2.84,42550,43550,41950,33186,1422565750,242974644000,5585624,KSQ
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,9570,2,-420,-4.2,10280,10280,9380,450906,4347736025,242036879700,25291210,KSQ
008490,KR7008490005,서흥,KOSPI,,20850,1,50,0.24,21000,21050,20600,8827,183786300,241216006050,11569113,STK
327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,28600,1,3200,12.6,25350,28600,24250,444167,11830223725,241190406600,8433231,KSQ
001130,KR7001130004,대한제분,KOSPI,,142100,1,500,0.35,141800,142900,141100,3419,485526600,240149000000,1690000,STK
084010,KR7084010008,대한제강,KOSPI,,10440,1,190,1.85,10400,10460,10270,36969,384322510,239226304680,22914397,STK
299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,29850,2,-250,-0.83,31500,31600,29500,101824,3080105400,238648063500,7994910,KSQ
094820,KR7094820008,일진파워,KOSDAQ,우량기업부,15770,2,-1080,-6.41,16500,16610,15660,1770694,28532646168,237791240930,15078709,KSQ
244920,KR7244920005,에이플러스에셋,KOSPI,,10510,2,-40,-0.38,10550,10740,10280,158334,1665505700,237606853430,22607693,STK
179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,7340,1,110,1.52,7160,7430,7000,241676,1751235115,237564076520,32365678,KSQ
051905,KR7051901007,LG생활건강우,KOSPI,,113100,1,700,0.62,112400,113300,111800,9481,1068508900,237475730700,2099697,STK
234030,KR7234030005,싸이닉솔루션,KOSDAQ,중견기업부,10060,1,10,0.1,10010,10330,9920,836510,8470502320,237466300000,23605000,KSQ
237880,KR7237880000,클리오,KOSDAQ,우량기업부,13140,1,350,2.74,12830,13170,12830,71950,938089120,237457578420,18071353,KSQ
389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,38300,1,1500,4.08,37150,39300,36550,88649,3371617550,237373059000,6197730,KSQ
215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,11660,2,-2080,-15.14,13680,14140,11320,8080249,104660601435,237262973640,20348454,KSQ
210980,KR7210980009,SK디앤디,KOSPI,,12740,1,60,0.47,12740,12770,12650,24497,310933020,237185446680,18617382,STK
092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,18150,2,-190,-1.04,18340,18490,17600,644997,11584951840,236871965550,13050797,KSQ
041020,KR7041020009,폴라리스오피스,KOSDAQ,벤처기업부,4750,1,280,6.26,4570,4800,4525,1629467,7652437979,236196115500,49725498,KSQ
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,23550,1,700,3.06,22800,23700,22500,21355,498719850,235500000000,10000000,KSQ
000050,KR7000050005,경방,KOSPI,,8570,1,310,3.75,8260,8720,8250,187200,1598081590,234948863900,27415270,STK
456010,KR7456010008,아이씨티케이,KOSDAQ,기술성장기업부,16900,1,1890,12.59,15590,17550,15350,2553545,42525234860,234941332600,13901854,KSQ
950140,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),11800,1,200,1.72,11630,12070,11610,162689,1931258755,234440818800,19867866,KSQ
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4780,1,5,0.1,4740,4805,4730,31684,151136560,234312172740,49019283,KSQ
051360,KR7051360006,토비스,KOSDAQ,우량기업부,15570,1,40,0.26,15530,15600,15300,52851,814305290,234285853770,15047261,KSQ
439090,KR7439090002,마녀공장,KOSDAQ,중견기업부,14270,1,180,1.28,14130,14280,13980,60703,857375960,233789120200,16383260,KSQ
061970,KR7061970000,LB세미콘,KOSDAQ,중견기업부,4025,1,45,1.13,3995,4050,3910,188617,750986518,233784099150,58083006,KSQ
