Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
002620,KR7002620003,제일파마홀딩스,KOSPI,,8040,1,190,2.42,7830,8100,7830,5195,41672225,128425774200,15973355,STK
072870,KR7072870009,메가스터디,KOSDAQ,우량기업부,10770,1,10,0.09,10760,10820,10730,48091,517516400,128388728430,11920959,KSQ
004080,KR7004080008,신흥,KOSPI,,13510,1,10,0.07,13530,13650,13430,4431,59977250,128345000000,9500000,STK
003100,KR7003100005,선광,KOSDAQ,우량기업부,19440,1,290,1.51,19140,19450,19100,14507,280981180,128304000000,6600000,KSQ
036710,KR7036710002,심텍홀딩스,KOSDAQ,투자주의환기종목(소속부없음),2425,1,65,2.75,2360,2520,2330,653220,1585381136,128107303450,52827754,KSQ
084650,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,1723,1,43,2.56,1677,1749,1665,741906,1271186277,127915502770,74239990,KSQ
048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,1322,1,22,1.69,1300,1327,1293,368688,484780398,127856727640,96714620,KSQ
149950,KR7149950008,아바텍,KOSDAQ,우량기업부,9350,1,60,0.65,9300,9440,9210,14945,138840270,127793023050,13667703,KSQ
388870,KR7388870008,파로스아이바이오,KOSDAQ,기술성장기업부,9870,2,-100,-1.0,9970,10040,9730,218536,2159551330,127776348840,12945932,KSQ
217500,KR7217500008,러셀,KOSDAQ,벤처기업부,4015,2,-695,-14.76,4665,4665,3930,2930188,12589607714,127725180000,31812000,KSQ
030960,KR7030960009,양지사,KOSDAQ,중견기업부,7980,1,10,0.13,7960,8070,7920,73133,584366590,127520400000,15980000,KSQ
099750,KR7099750002,이지케어텍,KOSDAQ,벤처기업부,9320,1,130,1.41,9330,9540,9070,85591,793949190,127303492360,13659173,KSQ
002200,KR7002200004,한국수출포장,KOSPI,,3180,1,40,1.27,3140,3180,3135,316390,999441419,127200000000,40000000,STK
004150,KR7004150009,한솔홀딩스,KOSPI,,3100,1,65,2.14,3010,3130,3005,126896,392339701,127182522000,41026620,STK
251630,KR7251630000,브이원텍,KOSDAQ,벤처기업부,7940,2,-680,-7.89,8650,8790,7780,836969,6821166110,126586514840,15942886,KSQ
052260,KR7052260007,현대바이오랜드,KOSDAQ,우량기업부,4200,1,50,1.2,4130,4215,4125,58126,242181406,126000000000,30000000,KSQ
389030,KR7389030008,지니너스,KOSDAQ,기술성장기업부,3775,1,175,4.86,3600,3915,3555,1354108,5144839244,125903214875,33351845,KSQ
016740,KR7016740003,두올,KOSPI,,4390,1,310,7.6,4080,4450,4080,485330,2067547999,125878965360,28674024,STK
021820,KR7021820006,세원정공,KOSPI,,12580,1,90,0.72,12510,12780,12450,21245,266480900,125800000000,10000000,STK
267290,KR7267290005,경동도시가스,KOSPI,,21300,1,200,0.95,21000,21350,21000,33865,718726675,125572147800,5895406,STK
205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,969,1,17,1.79,952,969,923,1887868,1781475783,125364383721,129375009,KSQ
014580,KR7014580005,태경비케이,KOSPI,,4540,1,95,2.14,4415,4540,4415,122325,550581214,125227274000,27583100,STK
069460,KR7069460004,대호에이엘,KOSPI,,1438,1,5,0.35,1438,1453,1419,379521,543318944,125209466976,87071952,STK
068240,KR7068240001,다원시스,KOSDAQ,벤처기업부,3280,1,385,13.3,2920,3545,2900,7254567,23525338519,125176073360,38163437,KSQ
205500,KR7205500002,넥써쓰,KOSDAQ,중견기업부,2095,1,70,3.46,2020,2135,1962,352535,730583485,125122184335,59724193,KSQ
005960,KR7005960000,동부건설,KOSPI,,5450,1,70,1.3,5380,5500,5340,59260,322462475,125059313350,22946663,STK
120030,KR7120030002,조선선재,KOSPI,,99300,1,400,0.4,98900,100300,98200,3308,328361400,124884744300,1257651,STK
006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,8300,2,-500,-5.68,8800,8830,8270,428957,3636214420,124500000000,15000000,KSQ
382840,KR7382840007,원준,KOSDAQ,우량기업부,8150,3,0,0.0,8310,8430,8000,238849,1953833045,124463385150,15271581,KSQ
002460,KR7002460004,HS화성,KOSPI,,12260,1,250,2.08,12010,12290,12010,10959,133353920,124439000000,10150000,STK
027710,KR7027710003,팜스토리,KOSDAQ,중견기업부,1115,1,8,0.72,1110,1117,1101,237630,263531809,124229509000,111416600,KSQ
049430,KR7049430002,코메론,KOSDAQ,우량기업부,13680,1,480,3.64,13190,13690,13170,37745,507808515,123776640000,9048000,KSQ
012800,KR7012800009,대창,KOSPI,,1358,1,7,0.52,1351,1374,1342,900818,1220524253,123768797642,91140499,STK
007110,KR7007110000,일신석재,KOSPI,,1597,1,25,1.59,1572,1599,1561,504495,798083919,123698206170,77456610,STK
046120,KR7046120002,오르비텍,KOSDAQ,중견기업부,4465,1,65,1.48,4420,4625,4400,1579089,7107728002,123696949060,27703684,KSQ
081180,KR7081180002,쎄크,KOSDAQ,기술성장기업부,13970,2,-60,-0.43,14040,14250,13810,216240,3032389770,123292723950,8825535,KSQ
049960,KR7049960008,쎌바이오텍,KOSDAQ,벤처기업부,13090,1,110,0.85,12870,13130,12870,18631,243109045,123046000000,9400000,KSQ
044820,KR7044820009,코스맥스비티아이,KOSPI,,12800,1,300,2.4,12500,12870,12350,15976,202870605,122930188800,9603921,STK
03473K,KR703473K016,SK우,KOSPI,,217000,1,2000,0.93,215000,219000,213500,3734,811640250,122851295000,566135,STK
039340,KR7039340005,한국경제TV,KOSDAQ,우량기업부,5460,1,150,2.82,5310,5470,5260,13239,70888570,122850000000,22500000,KSQ
106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,11540,1,330,2.94,11210,11570,11150,17734,201696930,122706816420,10633173,KSQ
172670,KR7172670002,에이엘티,KOSDAQ,벤처기업부,13650,2,-370,-2.64,14250,14250,13460,120129,1637021145,122307535350,8960259,KSQ
067990,KR7067990002,도이치모터스,KOSDAQ,우량기업부,4190,1,25,0.6,4200,4200,4130,60278,251361675,122270694500,29181550,KSQ
362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,5780,1,10,0.17,5840,5840,5670,133740,770716805,122254456200,21151290,KSQ
083500,KR7083500009,에프엔에스테크,KOSDAQ,우량기업부,14250,1,70,0.49,14180,14480,13900,86906,1234538150,122204038500,8575722,KSQ
267850,KR7267850006,아시아나IDT,KOSPI,,11000,1,120,1.1,10880,11000,10850,10858,118653850,122100000000,11100000,STK
139990,KR7139990006,아주스틸,KOSPI,,3150,1,50,1.61,3100,3160,3090,23605,73802362,122079554100,38755414,STK
015590,KR7015590003,DKME,KOSPI,,515,0,0,0.0,0,0,0,0,0,122045495160,236981544,STK
101140,KR7101140002,인바이오젠,KOSPI,,12060,1,350,2.99,11600,12110,11520,8523,100704010,121133244960,10044216,STK
086670,KR7086670007,비엠티,KOSDAQ,우량기업부,12190,1,120,0.99,12160,12220,11890,22044,266800245,120996538150,9925885,KSQ
049520,KR7049520000,유아이엘,KOSDAQ,우량기업부,3750,1,255,7.3,3515,3800,3515,953983,3519165022,120927765000,32247404,KSQ
004140,KR7004140000,동방,KOSPI,,2520,1,20,0.8,2500,2530,2460,373722,933072311,120888850320,47971766,STK
443250,KR7443250006,레뷰코퍼레이션,KOSDAQ,벤처기업부,10790,1,90,0.84,10630,10840,10570,4656,49883395,120136507400,11134060,KSQ
067830,KR7067830000,세이브존I&C,KOSPI,,2920,1,55,1.92,2850,2935,2845,223694,646079450,119839413400,41040895,STK
021320,KR7021320007,KCC건설,KOSDAQ,우량기업부,5590,1,20,0.36,5570,5820,5500,76417,428370870,119626000000,21400000,KSQ
019550,KR7019550003,SBI인베스트먼트,KOSDAQ,벤처기업부,736,1,41,5.9,695,736,695,1005747,729276277,119280999200,162066575,KSQ
307180,KR7307180000,아이엘,KOSDAQ,벤처기업부,3840,2,-690,-15.23,4415,4445,3840,3388496,13642645637,119236988160,31051299,KSQ
007820,KR7007820004,에스엠코어,KOSDAQ,벤처기업부,5950,1,140,2.41,6500,6500,5890,2990538,18454863650,119201978700,20033946,KSQ
020120,KR7020120002,키다리스튜디오,KOSPI,,3215,1,80,2.55,3125,3230,3125,75983,242174270,119160007690,37063766,STK
418470,KR7418470001,KT밀리의서재,KOSDAQ,중견기업부,13910,1,10,0.07,13890,13950,13510,43282,596148875,119150124990,8565789,KSQ
051160,KR7051160000,지어소프트,KOSDAQ,중견기업부,7690,2,-80,-1.03,7780,7870,7690,101341,789493115,118998366700,15474430,KSQ
024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,5940,2,-80,-1.33,5980,6100,5890,375694,2237342405,118898556480,20016592,KSQ
058850,KR7058850009,KTcs,KOSPI,,2785,1,20,0.72,2770,2795,2750,263355,729690319,118877725000,42685000,STK
054800,KR7054800008,아이디스홀딩스,KOSDAQ,중견기업부,11460,1,10,0.09,11530,11530,11430,6422,73858750,118585283760,10347756,KSQ
389140,KR7389140005,포바이포,KOSDAQ,벤처기업부,8310,1,270,3.36,8050,8700,7990,903528,7610520580,118581497850,14269735,KSQ
090850,KR7090850009,현대이지웰,KOSDAQ,우량기업부,4990,1,45,0.91,4950,5000,4925,73230,363873989,118494341390,23746361,KSQ
014530,KR7014530000,극동유화,KOSPI,,3395,3,0,0.0,3390,3410,3385,130442,442883610,118381680900,34869420,STK
092190,KR7092190008,서울바이오시스,KOSDAQ,중견기업부,2580,1,20,0.78,2540,2580,2510,33331,85010860,118340428140,45868383,KSQ
0015N0,KR70015N0000,아로마티카,KOSDAQ,벤처기업부,9300,1,70,0.76,9220,9700,9060,426140,3977093565,118249965000,12715050,KSQ
105550,KR7105550008,엣지파운드리,KOSDAQ,중견기업부,1505,1,29,1.96,1475,1542,1410,920438,1367830967,117852111755,78307051,KSQ
004960,KR7004960001,한신공영,KOSPI,,10180,1,580,6.04,9690,10430,9660,264014,2692241595,117789746360,11570702,STK
115500,KR7115500001,케이씨에스,KOSDAQ,중견기업부,9810,1,370,3.92,9450,9860,9440,200191,1942226740,117720000000,12000000,KSQ
067900,KR7067900001,와이엔텍,KOSDAQ,우량기업부,6460,1,60,0.94,6400,6540,6300,176582,1131286245,117569797140,18199659,KSQ
347890,KR7347890006,엠투아이,KOSDAQ,벤처기업부,6930,1,60,0.87,7000,7150,6870,76089,531404670,117208503720,16913204,KSQ
214330,KR7214330003,금호에이치티,KOSPI,,537,1,8,1.51,529,545,528,338343,180447055,117090975870,218046510,STK
005860,KR7005860002,한일사료,KOSDAQ,우량기업부,2970,1,25,0.85,2940,2975,2895,274175,804868787,117028944450,39403685,KSQ
950220,KR8840140006,네오이뮨텍,KOSDAQ,기술성장기업부,698,1,17,2.5,681,700,663,2033211,1387419844,117011606690,167638405,KSQ
063160,KR7063160006,종근당바이오,KOSPI,,21250,1,100,0.47,21400,21550,21000,73033,1548001400,116576692500,5485962,STK
289080,KR7289080004,SV인베스트먼트,KOSDAQ,중견기업부,2145,1,5,0.23,2225,2255,2110,1064387,2306751361,116444134950,54286310,KSQ
078890,KR7078890001,가온그룹,KOSDAQ,중견기업부,6450,2,-50,-0.77,6500,6700,6240,421384,2726650720,116402324400,18046872,KSQ
013520,KR7013520002,화승코퍼레이션,KOSPI,,2325,2,-20,-0.85,2345,2425,2290,389219,910256910,116369160900,50051252,STK
067290,KR7067290007,JW신약,KOSDAQ,중견기업부,2075,1,55,2.72,2025,2095,1997,1293694,2642266898,116276988725,56037103,KSQ
041590,KR7041590001,플래스크,KOSDAQ,관리종목(소속부없음),2370,0,0,0.0,0,0,0,0,0,116064014460,48972158,KSQ
093190,KR7093190007,빅솔론,KOSDAQ,우량기업부,6030,2,-10,-0.17,6000,6120,6000,1247,7525590,116010597150,19238905,KSQ
017370,KR7017370008,우신시스템,KOSPI,,6310,1,60,0.96,6340,6360,6210,164105,1029765385,115561680740,18314054,STK
033290,KR7033290008,로젠,KOSDAQ,중견기업부,2055,1,20,0.98,2035,2060,2010,42834,87066940,115401198555,56156301,KSQ
391710,KR7391710001,코닉오토메이션,KOSDAQ,벤처기업부,2700,2,-300,-10.0,3010,3075,2700,2001520,5664321537,115075269000,42620470,KSQ
018120,KR7018120006,진로발효,KOSDAQ,우량기업부,17310,1,170,0.99,17140,17320,17140,4859,83828010,114611587200,6621120,KSQ
086710,KR7086710001,선진뷰티사이언스,KOSDAQ,우량기업부,9390,1,140,1.51,9250,9420,9200,30748,286275560,114588799200,12203280,KSQ
000105,KR7000101006,유한양행우,KOSPI,,97000,1,2500,2.65,95500,97600,95300,3046,293981050,114551180000,1180940,STK
463480,KR7463480004,모티브링크,KOSDAQ,중견기업부,9240,2,-120,-1.28,9360,9370,9100,101528,937558140,114486907920,12390358,KSQ
214260,KR7214260002,라파스,KOSDAQ,기술성장기업부,12830,1,140,1.1,12750,12940,12580,63382,806570580,114475200290,8922463,KSQ
183490,KR7183490002,엔지켐생명과학,KOSDAQ,기술성장기업부,1343,1,118,9.63,1225,1344,1211,415756,532461245,114243049766,85065562,KSQ
047820,KR7047820006,초록뱀미디어,KOSDAQ,중견기업부,4670,1,55,1.19,4605,4725,4550,65872,306776995,114199853100,24453930,KSQ
348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,5880,1,420,7.69,5460,5930,5450,245270,1411622730,114183067320,19418889,KSQ
191420,KR7191420009,테고사이언스,KOSDAQ,벤처기업부,14060,2,-50,-0.35,14300,14480,13850,16048,225672190,114010206040,8108834,KSQ
163730,KR7163730005,핑거,KOSDAQ,벤처기업부,12120,1,2170,21.81,9960,12770,9960,4014059,48392254240,114007604160,9406568,KSQ
101330,KR7101330009,모베이스,KOSDAQ,중견기업부,4925,2,-235,-4.55,5090,5390,4925,1304493,6694935105,113999117825,23147029,KSQ
023800,KR7023800006,인지컨트롤스,KOSPI,,7210,2,-180,-2.44,7410,7420,7100,154522,1111787350,113984310370,15809197,STK
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,7860,1,110,1.42,7850,7910,7730,43375,339522330,113862993960,14486386,KSQ
396470,KR7396470007,워트,KOSDAQ,중견기업부,7060,1,50,0.71,7010,7110,6970,86999,612112195,113807200000,16120000,KSQ
417840,KR7417840006,저스템,KOSDAQ,벤처기업부,5040,2,-230,-4.36,5030,5270,4960,1371716,6997586310,113770848240,22573581,KSQ
277880,KR7277880001,티에스아이,KOSDAQ,우량기업부,5630,2,-110,-1.92,5900,5920,5480,328371,1851494055,113761176240,20206248,KSQ
303810,KR7303810006,동국생명과학,KOSDAQ,중견기업부,3550,1,75,2.16,3475,3585,3455,129519,456862577,113543697000,31984140,KSQ
047770,KR7047770003,코데즈컴바인,KOSDAQ,중견기업부,3000,2,-15,-0.5,3000,3080,2980,577297,1739050028,113527806000,37842602,KSQ
299900,KR7299900001,위지윅스튜디오,KOSDAQ,중견기업부,663,1,56,9.23,622,690,622,2761729,1820132448,113405410092,171048884,KSQ
023900,KR7023900004,풍국주정,KOSDAQ,우량기업부,9000,1,60,0.67,9010,9030,8870,20648,185131910,113400000000,12600000,KSQ
071670,KR7071670004,에이테크솔루션,KOSDAQ,중견기업부,11330,2,-1230,-9.79,12560,12580,11220,474034,5505025335,113300000000,10000000,KSQ
014160,KR7014160006,대영포장,KOSPI,,1044,2,-11,-1.04,1055,1065,1032,562771,588827378,113163909156,108394549,STK
288330,KR7288330004,파라택시스코리아,KOSDAQ,관리종목(소속부없음),1065,1,43,4.21,1022,1080,993,591989,618997563,112973891115,106078771,KSQ
026150,KR7026150003,특수건설,KOSDAQ,중견기업부,6430,1,110,1.74,6350,6480,6300,141327,906055185,112822908330,17546331,KSQ
006660,KR7006660005,삼성공조,KOSPI,,13870,1,120,0.87,13750,13900,13360,69177,950742315,112711975180,8126314,STK
007210,KR7007210008,벽산,KOSPI,,1684,1,25,1.51,1659,1693,1638,237948,397557813,112592240000,66860000,STK
100130,KR7100130004,동국S&C,KOSDAQ,중견기업부,1966,1,61,3.2,1905,1967,1905,187099,363457614,112343138000,57143000,KSQ
034590,KR7034590000,인천도시가스,KOSPI,,25650,1,200,0.79,25450,25650,25450,1349,34501275,112212440100,4374754,STK
023450,KR7023450000,동남합성,KOSPI,,32000,2,-350,-1.08,32400,32500,31900,1031,33127400,112000000000,3500000,STK
175140,KR7175140003,휴먼테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),4490,1,110,2.51,4335,4500,4300,43654,192842485,111999695970,24944253,KSQ
204610,KR7204610000,티쓰리,KOSDAQ,벤처기업부,1905,2,-23,-1.19,1928,1945,1905,146382,281520588,111807726600,58691720,KSQ
311690,KR7311690002,CJ 바이오사이언스,KOSDAQ,기술성장기업부,8550,1,40,0.47,8510,8670,8350,24402,208297445,111709700100,13065462,KSQ
330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,8460,1,30,0.36,8430,8610,8350,382496,3247808810,111690095940,13202139,KSQ
306620,KR7306620006,네온테크,KOSDAQ,벤처기업부,2475,3,0,0.0,2500,2540,2410,596354,1486268520,111410293500,45014260,KSQ
413390,KR7413390006,엠오티,KOSDAQ,중견기업부,9600,2,-850,-8.13,10610,10860,9510,1464760,14746123035,111169728000,11580180,KSQ
950190,KR8344390008,고스트스튜디오,KOSDAQ,외국기업(소속부없음),8540,1,340,4.15,8140,8950,8060,119342,1025258140,111165683860,13017059,KSQ
017550,KR7017550005,수산세보틱스,KOSPI,,1780,1,53,3.07,1740,1783,1733,430880,761360325,111070451400,62399130,STK
005870,KR7005870001,휴니드,KOSPI,,7860,1,50,0.64,7820,7880,7700,161647,1255821255,110951877900,14116015,STK
382150,KR7382150001,온코크로스,KOSDAQ,기술성장기업부,9220,1,770,9.11,8450,9280,8450,280846,2530471375,110901267140,12028337,KSQ
060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,1496,1,14,0.94,1520,1520,1415,97743,145040331,110855953208,74101573,KSQ
013360,KR7013360003,일성건설,KOSPI,,2050,1,35,1.74,2020,2135,1999,1011813,2097572854,110751004000,54024880,STK
306040,KR7306040007,에스제이그룹,KOSDAQ,우량기업부,11220,1,110,0.99,11010,11340,10550,238276,2612457640,110694590160,9865828,KSQ
048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,3330,1,350,11.74,3120,3410,3110,757823,2486523761,110527851510,33191547,KSQ
041930,KR7041930009,동아화성,KOSDAQ,우량기업부,6990,2,-60,-0.85,7090,7100,6850,100746,706621525,110442000000,15800000,KSQ
079810,KR7079810008,디이엔티,KOSDAQ,우량기업부,5110,2,-60,-1.16,5290,5380,5030,165495,849840865,110008560340,21528094,KSQ
011330,KR7011330008,유니켐,KOSPI,,1175,2,-27,-2.25,1202,1205,1172,565923,668652928,109892671650,93525678,STK
011810,KR7011810009,STX,KOSPI,,3530,0,0,0.0,0,0,0,0,0,109493282310,31017927,STK
131400,KR7131400004,이브이첨단소재,KOSDAQ,벤처기업부,1837,2,-248,-11.89,2130,2265,1833,17175676,34305577529,109470287234,59591882,KSQ
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,12020,1,150,1.26,11870,12050,11860,20212,241655965,109392048720,9100836,STK
017900,KR7017900002,광전자,KOSPI,,1885,1,44,2.39,1834,1901,1827,168738,311616173,109223993255,57943763,STK
065450,KR7065450009,빅텍,KOSDAQ,벤처기업부,3810,1,20,0.53,3800,3850,3730,297008,1124014763,109167168000,28652800,KSQ
207760,KR7207760000,미스터블루,KOSDAQ,중견기업부,1311,1,35,2.74,1296,1328,1270,611974,794682817,108917595513,83079783,KSQ
452190,KR7452190002,한빛레이저,KOSDAQ,벤처기업부,4650,2,-10,-0.21,4700,4767,4585,288121,1339836366,108654490050,23366557,KSQ
064850,KR7064850001,에프앤가이드,KOSDAQ,벤처기업부,9500,1,410,4.51,9090,9530,9010,75220,704381695,108398154000,11410332,KSQ
006840,KR7006840003,AK홀딩스,KOSPI,,8180,1,280,3.54,7910,8200,7880,38205,309209335,108365048980,13247561,STK
001020,KR7001020007,페이퍼코리아,KOSPI,,608,1,8,1.33,600,616,600,42273,25502538,108213854304,177983313,STK
008700,KR7008700007,아남전자,KOSPI,,1401,2,-8,-0.57,1409,1415,1388,530918,741913072,108051872820,77124820,STK
042510,KR7042510008,라온시큐어,KOSDAQ,벤처기업부,9620,1,670,7.49,9030,9690,8980,349839,3313378850,107793773880,11205174,KSQ
066430,KR7066430000,아이로보틱스,KOSDAQ,중견기업부,2740,2,-250,-8.36,3010,3090,2720,1516000,4253420957,107280524240,39153476,KSQ
125210,KR7125210005,아모그린텍,KOSDAQ,우량기업부,6500,1,110,1.72,6500,6570,6320,214753,1386681020,107229135000,16496790,KSQ
038540,KR7038540001,상상인,KOSDAQ,중견기업부,1938,1,2,0.1,1936,1956,1898,52151,100130515,107226270594,55328313,KSQ
066700,KR7066700006,테라젠이텍스,KOSDAQ,벤처기업부,2885,1,80,2.85,2780,2905,2775,175392,499968157,107184604760,37152376,KSQ
060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,4425,1,115,2.67,4310,4445,4250,62023,270416595,107001013500,24181020,KSQ
068290,KR7068290006,삼성출판사,KOSPI,,10700,1,280,2.69,10420,10740,10310,27482,291631775,107000000000,10000000,STK
264900,KR7264900002,크라운제과,KOSPI,,8540,1,10,0.12,8460,8590,8460,12913,110111730,106953679000,12523850,STK
136410,KR7136410008,아셈스,KOSDAQ,벤처기업부,9700,1,180,1.89,9610,9800,9430,30842,295078990,106885328200,11019106,KSQ
058630,KR7058630005,엠게임,KOSDAQ,우량기업부,5560,1,130,2.39,5450,5570,5400,55816,307253205,106766311440,19202574,KSQ
043610,KR7043610005,KT지니뮤직,KOSDAQ,우량기업부,1836,1,16,0.88,1820,1837,1801,166951,305026803,106699944168,58115438,KSQ
411080,KR7411080005,샌즈랩,KOSDAQ,기술성장기업부,6970,1,310,4.65,6800,7040,6730,91950,636236270,106415436860,15267638,KSQ
049470,KR7049470008,비트플래닛,KOSDAQ,중견기업부,903,1,63,7.5,841,926,840,1670281,1494897952,106305221694,117724498,KSQ
001540,KR7001540004,안국약품,KOSDAQ,우량기업부,8150,1,200,2.52,7950,8150,7920,18781,151147860,106295723000,13042420,KSQ
084730,KR7084730001,팅크웨어,KOSDAQ,우량기업부,9560,2,-20,-0.21,9580,9760,9500,129668,1248862095,106206093440,11109424,KSQ
396270,KR7396270001,넥스트칩,KOSDAQ,투자주의환기종목(소속부없음),3230,1,80,2.54,3160,3320,3130,834659,2674866845,106165355130,32868531,KSQ
206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,4160,1,115,2.84,4010,4180,4010,95538,394899497,105712821760,25411736,KSQ
002450,KR7002450005,삼익악기,KOSPI,,1164,1,6,0.52,1168,1168,1158,66309,77061649,105377985060,90530915,STK
002780,KR7002780005,진흥기업,KOSPI,,723,1,7,0.98,711,737,711,572654,415454983,105176071635,145471745,STK
014790,KR7014790000,HL D&I,KOSPI,,2775,1,85,3.16,2690,2800,2690,192297,531583164,105057617775,37858601,STK
053350,KR7053350005,이니텍,KOSDAQ,중견기업부,4545,1,45,1.0,4510,4615,4405,100654,454146310,104630740425,23021065,KSQ
396690,KR7396690000,미래에셋글로벌리츠,KOSPI,,2640,1,20,0.76,2615,2640,2610,55056,144586969,104559681600,39605940,STK
419050,KR7419050000,삼기에너지솔루션즈,KOSDAQ,우량기업부,1823,2,-37,-1.99,1892,1892,1812,428733,787281220,104268745520,57196240,KSQ
014970,KR7014970008,삼륭물산,KOSDAQ,중견기업부,6880,2,-40,-0.58,6930,6930,6780,46462,319241135,104060000000,15125000,KSQ
073560,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1501,1,1,0.07,1500,1505,1487,82278,123105464,103925702143,69237643,KSQ
038460,KR7038460002,바이오스마트,KOSDAQ,우량기업부,3970,2,-25,-0.63,3990,4045,3840,956776,3761061919,103872818860,26164438,KSQ
064800,KR7064800006,포니링크,KOSDAQ,중견기업부,812,1,7,0.87,802,820,801,1100135,892324379,103779525976,127807298,KSQ
187870,KR7187870001,디바이스,KOSDAQ,우량기업부,14740,3,0,0.0,14630,14740,14280,17279,250875150,103719616660,7036609,KSQ
417500,KR7417500006,제이아이테크,KOSDAQ,우량기업부,3155,1,20,0.64,3150,3160,3090,81233,254298912,103435867320,32784744,KSQ
290670,KR7290670009,대보마그네틱,KOSDAQ,중견기업부,13150,2,-70,-0.53,13510,13540,12810,33082,433390320,103328229000,7857660,KSQ
225190,KR7225190008,LK삼양,KOSDAQ,중견기업부,1464,1,16,1.1,1451,1559,1451,4708934,7087238956,103165796160,70468440,KSQ
100700,KR7100700004,세운메디칼,KOSDAQ,우량기업부,2350,1,20,0.86,2330,2360,2330,81546,191435839,102930000000,43800000,KSQ
105740,KR7105740005,디케이락,KOSDAQ,우량기업부,10090,2,-160,-1.56,10250,10330,9700,290002,2915103740,102600296170,10168513,KSQ
357230,KR7357230002,에이치피오,KOSDAQ,우량기업부,2470,1,10,0.41,2475,2490,2445,43575,107355555,101994885720,41293476,KSQ
011150,KR7011150000,CJ씨푸드,KOSPI,,2825,1,5,0.18,2820,2835,2800,216893,610231232,101504433725,35930773,STK
067570,KR7067570002,엔브이에이치코리아,KOSDAQ,우량기업부,2405,2,-30,-1.23,2445,2445,2385,87030,209152976,101418850000,42170000,KSQ
102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,3720,1,340,10.06,3380,3835,3380,1007670,3736233694,101292661200,27229210,KSQ
104040,KR7104040001,대성파인텍,KOSDAQ,벤처기업부,754,1,14,1.89,746,756,734,302468,226013537,101087140804,134067826,KSQ
036010,KR7036010007,아비코전자,KOSDAQ,중견기업부,7600,2,-100,-1.3,7730,7740,7550,71928,549065410,101026298400,13292934,KSQ
037350,KR7037350006,성도이엔지,KOSDAQ,우량기업부,6530,1,210,3.32,6320,6580,6320,89982,582725775,101019100000,15470000,KSQ
119650,KR7119650000,KC코트렐,KOSPI,,918,0,0,0.0,0,0,0,0,0,100782913662,109785309,STK
435570,KR7435570007,에르코스,KOSDAQ,벤처기업부,13200,2,-530,-3.86,13600,13700,13120,162409,2173239100,100544175600,7616983,KSQ
448710,KR7448710004,코츠테크놀로지,KOSDAQ,벤처기업부,18990,2,-20,-0.11,19010,19140,18660,60955,1152437620,100367695080,5285292,KSQ
124560,KR7124560004,태웅로직스,KOSDAQ,우량기업부,2590,1,5,0.19,2595,2615,2570,102898,266684770,100286900490,38720811,KSQ
315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,3410,1,185,5.74,3225,3495,3195,951144,3202243160,100159311120,29372232,KSQ
170030,KR7170030001,현대공업,KOSDAQ,우량기업부,6520,2,-150,-2.25,6600,6660,6430,304622,1981100655,100016800000,15340000,KSQ
452400,KR7452400005,이닉스,KOSDAQ,벤처기업부,11020,2,-10,-0.09,11100,11230,10680,72070,787879695,99967136560,9071428,KSQ
382800,KR7382800001,지앤비에스 에코,KOSDAQ,우량기업부,3135,1,95,3.13,3050,3170,3000,226571,701453644,99790313535,31831041,KSQ
187790,KR7187790001,나노,KOSDAQ,벤처기업부,3235,1,60,1.89,3200,3300,3140,401415,1288316513,99770085050,30840830,KSQ
225530,KR7225530005,HC보광산업,KOSDAQ,우량기업부,2745,1,15,0.55,2705,2760,2695,35218,95807075,99749805615,36338727,KSQ
33626K,KR733626K013,두산퓨얼셀1우,KOSPI,,7460,1,10,0.13,7480,7570,7360,16231,120711275,99696932000,13364200,STK
035610,KR7035610005,솔본,KOSDAQ,벤처기업부,3645,1,135,3.85,3515,3740,3505,140248,507391159,99676159065,27345997,KSQ
004840,KR7004840005,DRB동일,KOSPI,,5000,1,25,0.5,4950,5090,4950,24714,123548185,99650000000,19930000,STK
253840,KR7253840003,수젠텍,KOSDAQ,벤처기업부,5950,1,120,2.06,5830,5990,5790,150093,882873235,99622040000,16743200,KSQ
